nom,date,temps,rate,vote,resume,cover
M.S. Dhoni: The Untold Story,2016,3h 4m,8.0,71.0,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,"https://m.media-amazon.com/images/M/MV5BM2UwZTNkMmItYmYzOS00MTk3LTg3NDgtNzg5ZjYxNTIzNzY4XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
Les communiants,1963,1h 21m,8.0,28.0,Un prêtre d'une petite ville lutte avec sa foi.,"https://m.media-amazon.com/images/M/MV5BYzY2OWYwYzgtNzVkOS00ZTdjLTg5NWUtYTY0YzdiYmM4NTlmXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Special Chabbis,2013,2h 24m,8.0,61.0,A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,"https://m.media-amazon.com/images/M/MV5BMTQ1NDI5MjMzNF5BMl5BanBnXkFtZTcwMTc0MDQwOQ@@._V1_QL75_UY207_CR2,0,140,207_.jpg"
Lage Raho Munna Bhai,2006,2h 24m,8.0,52.0,Munna Bhai entreprend un voyage avec Mahatma Gandhi afin de lutter contre un marchand de biens corrompu.,"https://m.media-amazon.com/images/M/MV5BYWY4MDNmZDgtYjYzZS00YTc5LTgwYTYtNTY4MjgyNWRmNTkyXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
Nefes,2009,2h 8m,8.0,36.0,Story of 40-man Turkish task force who must defend a relay station.,"https://m.media-amazon.com/images/M/MV5BMzc4YTU1ZGEtNDY1ZC00NzgwLTg2ZDYtM2YyZDYwNTUxNWQ0XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Vizontele,2001,1h 50m,8.0,40.0,"Lives of residents in a small, Anatolian village change when television is introduced to them.","https://m.media-amazon.com/images/M/MV5BZjVmYTAwYjUtNWI3ZC00YTQzLWE5NmMtYTk3YjExOTI1ZjJmXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Pirates des Caraïbes : La Malédiction du Black Pearl,2003,2h 23m,8.1,13.0,"Le forgeron Will Turner fait équipe avec le pirate excentrique ""Capitaine"" Jack Sparrow pour sauver la fille du gouverneur dont il est amoureux des anciens alliés pirates de Jack, à présent devenus morts-vivants.","https://m.media-amazon.com/images/M/MV5BMjEzYTk0MDQtMGEyOC00ZGUxLWJjOGEtNTE5YmRkZDBkOGM1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Mademoiselle,2016,2h 25m,8.1,186.0,"Une femme est embauchée en tant que servante d'une héritière japonaise, mais elle est secrètement impliquée dans un complot visant à l'escroquer.","https://m.media-amazon.com/images/M/MV5BMTE5MDAyZjMtYjNhMi00YTE3LThhNjgtNTNiNWZhNzVkNjFkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Gone Girl,2014,2h 29m,8.1,11.0,"La disparition de sa femme étant devenue le centre d'un intense cirque médiatique, un homme voit les projecteurs se tourner vers lui quand on le soupçonne de ne pas être innocent.","https://m.media-amazon.com/images/M/MV5BNTFkN2UwZjYtNzI5OC00MTNlLTgwNTEtYjBkOGZiNmY5NDg4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Blade Runner,1982,1h 57m,8.1,851.0,"Rick Deckard, Blade Runner de son état, traque des machines à l'apparence humaine appelées réplicants. Suivant la piste d'un groupe d'androïdes bien décidés à rencontrer leur créateur, il doit agir avant que l'irrémédiable se produise.","https://m.media-amazon.com/images/M/MV5BZTBjMTJjMWMtNWJjNy00MjNiLTk0ZmItYjg3YWEwODk1N2Y0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
3 Billboards : Les Panneaux de la vengeance,2017,1h 55m,8.1,580.0,Une mère prend les choses en main lorsque les autorités locales ne parviennent pas à résoudre le meurtre de sa fille et attraper le coupable.,"https://m.media-amazon.com/images/M/MV5BZGJhMGMyNTUtMTM5YS00YzUyLThmOWMtYjkxYjU2YWQ5YzZkXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Stand by Me,1986,1h 29m,8.1,462.0,"Après la mort d'un ami, un écrivain raconte un périple d'enfance avec pour but de retrouver le corps d'un garçon disparu.","https://m.media-amazon.com/images/M/MV5BNTk5YzJmZjAtZmQwOS00NDIzLThmMGMtZjc3Yjc2YzA2OTc3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Mad Max: Fury Road,2015,2h,8.1,12.0,"Dans un désert post-apocalyptique, une femme se rebelle contre un dirigeant tyrannique à la recherche de sa patrie avec l'aide d'un groupe de prisonnières, une adoratrice psychotique et un vagabond nommé Max.","https://m.media-amazon.com/images/M/MV5BZTE1ZTI0ZGMtNTRmYy00OTg4LTg2NzctMzZiYmMxMTE1NTZlXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Le Magicien d'Oz,1939,1h 42m,8.1,448.0,"Emportée par une tornade, Dorothée se retrouve dans le monde magique d'Oz. Accompagnée par de nouveaux amis, elle se met en quête du magicien de ces lieux afin qu'il réalise leur souhait et qu'elle puisse rentrer auprès des siens.","https://m.media-amazon.com/images/M/MV5BMTQyODM5ODUyN15BMl5BanBnXkFtZTgwNjczMjM5MzE@._V1_QL75_UY207_CR9,0,140,207_.jpg"
The Grand Budapest hotel,2014,1h 39m,8.1,922.0,"Les aventures de Gustave H, concierge légendaire du célèbre hôtel de la République fictive de Zubrowka entre la première et la seconde guerre mondiale, et Zero Moustafa, le lobby-boy qui devient son plus grand ami de confiance.","https://m.media-amazon.com/images/M/MV5BMWVhYjYzZGEtNjQ1Ni00ODIyLWExY2UtMmNlMTkxNWQzZDQ1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Terminator,1984,1h 47m,8.1,960.0,"Un androïde apparemment indestructible est envoyé de 2029 à 1984 pour assassiner une serveuse dont le fils qui n'est pas encore né mènera l'humanité à une guerre contre les machines, tandis qu'un soldat de cette guerre est envoyé pour la protéger à tout prix.","https://m.media-amazon.com/images/M/MV5BZWM1ZDc4MWEtMDFkMi00Njk2LWI2MmEtODY1YmI2MDM5ZDUxXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
The Big Lebowski,1998,1h 57m,8.1,887.0,"Le Duc Lebowski, pris pour un millionnaire répondant également au nom de Lebowski, cherche à obtenir la restitution de son tapis détruit et demande à ses amis de jouer au bowling.","https://m.media-amazon.com/images/M/MV5BOGQ2YzRmY2MtNGQyYy00MGYzLTkxZWMtNDNlYTU4ZjkxNWQ2XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Le Cercle des poètes disparus,1989,2h 8m,8.1,587.0,Le professeur d'anglais John Keating incite ses étudiants à regarder la poésie avec une perspective différente de connaissances et de sentiments authentiques.,"https://m.media-amazon.com/images/M/MV5BNjNmOGNmMmQtMDJmYS00OGU3LWIxMDctYmYyZWQzMjUwYmIwXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Tu ne tueras point,2016,2h 19m,8.1,632.0,"Le médecin américain Desmond T. Doss de la Seconde Guerre mondiale servit pendant la bataille d'Okinawa, refusant de tuer des gens et devint le premier homme de l'histoire américaine à recevoir la médaille d'honneur sans tirer un seul coup de feu.","https://m.media-amazon.com/images/M/MV5BNGNhNjc0NWQtNjRmZS00OWFlLWEzNGUtNGU4ODMyYTYyYjMyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Harry Potter et les Reliques de la Mort : partie 2,2011,2h 10m,8.1,992.0,"Harry, Ron et Hermione recherchent les Horcruxes restants de Voldemort pour pouvoir détruire le Seigneur des Ténèbres alors que la bataille finale fait rage à Poudlard.","https://m.media-amazon.com/images/M/MV5BYzk5MWVjMWUtYjI4Mi00YTM2LWJmMzAtNzFlMjM3NTgxNmEzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Dragons,2010,1h 38m,8.1,838.0,"Un jeune Viking malchanceux qui voudra chasser des dragons devient ami inattendu d'un dragon, et apprend désormais qu''être dragon' est bien plus qu'il le croyait.","https://m.media-amazon.com/images/M/MV5BZTUwMTgxZWEtN2NiYS00OGJkLWJkNWMtYzMyZmE4ZTY4MjMzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Fargo,1996,1h 38m,8.1,753.0,"Le crime inepte de Jerry Lundegaard et de son homme de main tombe à l'eau à cause de leur maladresse et du travail policier persistant de Marge Gunderson, enceinte jusqu'au dents.","https://m.media-amazon.com/images/M/MV5BZTgxMGYwOTItZDI1NS00MDgzLWIxZTItODIxZDQ0M2JjMzQzXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Memories of Murder,2003,2h 11m,8.1,238.0,"En 1986, une petite province coréenne, et trois enquêteurs sont aux prises avec le cas de plusieurs jeunes femmes trouvées violées et assassinées par un coupable inconnu.","https://m.media-amazon.com/images/M/MV5BZDBlZjhjY2MtYTM4Yi00MzM0LWE1MWUtODVhNjM5MWQ2M2E3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
La Couleur des sentiments,2011,2h 26m,8.1,511.0,"Une auteure en herbe pendant le mouvement des droits civiques des années 1960 aux États-Unis décide d'écrire du point de vue des domestiques afro-américaines par rapport aux familles blanches pour lesquelles elles travaillent, et les difficultés qu'elles rencontrent quotidiennement.","https://m.media-amazon.com/images/M/MV5BZjQ4ZGU5OWItNDgyMi00Y2Q1LTg0MzQtNjMzMTVkZTUyZjQ3XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Arrête-moi si tu peux,2002,2h 21m,8.1,12.0,"Un agent expérimenté du FBI poursuit Frank Abagnale Jr. qui, avant son 19e anniversaire, avait réussi à faire des chèques de plusieurs millions de dollars tout en se faisant passer pour un pilote de la compagnie Pan Am, un médecin et un procureur.","https://m.media-amazon.com/images/M/MV5BNmUyYzE1ZjMtNWE5Yi00YzljLTliZTYtOGVmZTQwNTdjODE1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Platoon,1986,2h,8.1,454.0,Un jeune soldat au Vietnam traverse une crise morale lorsqu'il est confronté aux horreurs de la guerre et à la dualité de l'homme.,"https://m.media-amazon.com/images/M/MV5BMzgxYTc1YjItZDM3ZS00OWE3LTk2ODAtNzcwZWI5Zjc0ZjUzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Voyage au bout de l'enfer,1978,3h 3m,8.1,374.0,Un examen approfondi de l'impact de la guerre entre les États-Unis et le Vietnam sur la vie des habitants d'une petite ville industrielle de Pennsylvanie.,"https://m.media-amazon.com/images/M/MV5BNzkwOTc4MTUtYzNmMC00ZWFlLWI1N2UtY2NmNTBiNTAwZTQzXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
La Mélodie du bonheur,1965,2h 52m,8.1,274.0,Une femme quitte un couvent autrichien pour devenir gouvernante auprès des enfants d'un officier de la marine veuf.,"https://m.media-amazon.com/images/M/MV5BN2ZkM2U4NmItOTNmNC00MmIwLWI5NjUtY2RlZGE2OWExZDBjXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Into the Wild,2007,2h 28m,8.1,677.0,"Fraîchement diplômé de l'Université Emory, le meilleur étudiant et athlète Christopher McCandless abandonne ses possessions, offre le contenu de son compte d'épargne de 24 000 dollars à une association caritative et se rend en Alaska en auto-stop pour vivre dans la nature. En chemin, Christopher rencontre un ensemble de personnages qui façonnent sa vie.","https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Les Dents de la mer,1975,2h 4m,8.1,691.0,"Un shérif local, un biologiste marin et un vieux marin font équipe pour chasser un grand requin blanc qui fait des ravages dans une station balnéaire.","https://m.media-amazon.com/images/M/MV5BODIyZjBiMWItY2QwYy00YmYxLTk5ZmItOTMxNjA2ZjA1YmE2XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Ratatouille,2007,1h 51m,8.1,879.0,Un rat qui sait cuisiner s'allie avec un jeune commis de cuisine dans un grand restaurant.,"https://m.media-amazon.com/images/M/MV5BOTA5YmVjYjYtYzRhOC00MGJiLWI0N2YtM2FmMGE1Yzk0YTBiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
V pour Vendetta,2005,2h 12m,8.1,12.0,"""Dans un futur tyrannique en Grande Bretagne, un défenseur de la liberté ténébreux connu uniquement sous le pseudonyme de """"V"""" complote pour renverser le régime avec l'aide d'une jeune femme.""","https://m.media-amazon.com/images/M/MV5BNGY1NjFhNWMtMjNhZC00ZGViLWI3NDQtMmE5ZjBjMWMxMDQ0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Le Mans '66,2019,2h 32m,8.1,517.0,L'histoire vraie entre Ford et Ferrari pour gagner la course du Mans en 1966.,"https://m.media-amazon.com/images/M/MV5BYjBiNmJlMWUtYzExZS00MmM3LWI2YTQtMDk1OTAwNjE4ZDVmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Rocky,1976,2h,8.1,657.0,Un petit boxeur a la chance rare et ultime de se battre contre un champion des poids lourds dans un combat au cours duquel il s'efforce de parcourir la distance pour se respecter.,"https://m.media-amazon.com/images/M/MV5BYmRmNzE3NDAtNWMzNy00MTdiLWE0YjMtNWViNmI1YThhNDFiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Trainspotting,1996,1h 33m,8.1,747.0,"Renton, profondément immergé dans le monde de la drogue d'Édimbourg, essaie de se désintoxiquer et de s'en sortir, malgré l'attrait de la drogue et la mauvaise influence de ses amis.","https://m.media-amazon.com/images/M/MV5BNjUwMDg1NzczNV5BMl5BanBnXkFtZTgwMzU5NDQxMDE@._V1_QL75_UY207_CR6,0,140,207_.jpg"
L'Exorciste,1973,2h 2m,8.1,475.0,"Lorsqu'une adolescente est possédée par une entité mystérieuse, sa mère demande l'aide de deux prêtres pour sauver sa fille.","https://m.media-amazon.com/images/M/MV5BY2NjNTc4Y2QtMTY3Ny00OGYyLWE2ODItZDdkN2NiNmM0M2UyXkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg"
Million Dollar Baby,2004,2h 12m,8.1,744.0,Une femme résolue travaille avec un coach de boxe expérimenté afin de devenir professionel.,"https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_QL75_UY207_CR0,0,140,207_.jpg"
"Arnaques, crimes et botanique",1998,1h 47m,8.1,633.0,"Un jeu de cartes bâclé à Londres incite quatre amis, des voyous, des cultivateurs de mauvaise herbe, des gangsters, des usuriers et des créanciers à se faire entrer en collision dans une série d'événements inattendus, le tout dans un souci d'argent, de cannabis et de deux anciens fusils.","https://m.media-amazon.com/images/M/MV5BNmJlOTNmMDgtMzY4ZS00Mzk5LWIyZTQtMTU5ZTM4OTEwYmVmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Gran Torino,2008,1h 56m,8.1,836.0,"Walt Kowalski, renfrogné vétéran de la guerre de Corée, voudrait éduquer son voisin, adolescent de Hmong, qui avait essayé de voler le bien le plus préciuex de Kowalski, sa voiture Gran Torino de 1972.","https://m.media-amazon.com/images/M/MV5BZTkyNTNkZDktOTM3My00OGMxLWE4ZjktM2JmM2EzZjExZWQ0XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Vice-versa,2015,1h 35m,8.1,861.0,"Après avoir quitté sa vie dans le Midwest à contrecoeur et déménagé à San Francisco, la jeune Riley et ses émotions Joie, Peur, Colère, Dégoût et Tristesse s'opposent quant au meilleur moyen de gérer une nouvelle ville, une nouvelle maison et une nouvelle école.","https://m.media-amazon.com/images/M/MV5BOTFkZTJjNDEtN2NhMy00NTkwLThkNzItY2Q1ODYzMTdmY2UzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Logan,2017,2h 17m,8.1,885.0,"Dans un avenir proche, Logan, épuisé, s'occupe du professeur X souffrant, dans un recoin de la frontière mexicaine. Cependant, les tentatives de Logan pour se cacher du monde et son héritage sont bouleversés lorsqu'une jeune mutante arrive, poursuivie par les forces du mal.","https://m.media-amazon.com/images/M/MV5BYzQxOWQyMTktZDA1OC00M2YzLWE2MzUtMWYxYmUzYTVkNzNmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Monstres & Cie,2001,1h 32m,8.1,1.0,"Afin de pouvoir alimenter la ville en énergie, des monstres doivent effrayer les enfants pour qu'ils crient. Les enfants sont cependant toxiques pour les monstres, et lorsque l'un d'entre eux parvient à passer dans leur monde, deux monstres réalisent que les choses ne sont peut-être pas comme ils le pensent.","https://m.media-amazon.com/images/M/MV5BZjFiMWJhMDMtNmYyZi00ZDdmLThmYTctZmJmNzRjZWFiMWM4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Spotlight,2015,2h 9m,8.1,517.0,"L'histoire vraie du Boston Globe et de la façon dont il a dévoilé le scandale de pédophilie et sa dissimulation au sein de l'archidiocèse catholique local, ébranlant l'Église catholique tout entière.","https://m.media-amazon.com/images/M/MV5BNzA1ZDQzYjMtMGI1OS00ZGQ4LWE1YTctODM1MjVmMmY0OWMzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Rush,2013,2h 3m,8.1,532.0,"L'impitoyable rivalité des années 1970 entre James Hunt et Niki Lauda, deux pilotes de Formule 1.","https://m.media-amazon.com/images/M/MV5BZDczODRkZTMtNTQ0MS00N2VjLTlmY2ItMDg2ZTA2YjQ1Yjk4XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
12 Years a Slave,2013,2h 14m,8.1,762.0,"Aux États-Unis avant la guerre de Sécession, Solomon Northup, un Afro-américain libre du nord de l'État de New York est enlevé et vendu comme esclave.","https://m.media-amazon.com/images/M/MV5BN2IxZjU3OGYtNWZlNi00NzA3LThkYWEtNGYwODNjMWY0NzZmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Warrior,2011,2h 20m,8.1,512.0,"Le fils cadet d'un ancien boxeur alcoolique rentre chez lui, où son père l'entraîne pour une compétition dans un tournoi d'arts martiaux mixtes: une voie qui le met sur une trajectoire de collision avec son frère aîné.","https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_QL75_UX140_CR0,4,140,207_.jpg"
Portrait de la jeune fille en feu,2019,2h 2m,8.1,118.0,"Sur une île isolée de Bretagne à la fin du XVIIIe siècle, Marianne est peintre et doit réaliser le portrait de mariage d'Héloïse, une jeune femme qui vient de quitter le couvent.","https://m.media-amazon.com/images/M/MV5BMTIzYWNhNmYtYmM0YS00YmNjLWI0YjgtYmQ4ZTJkNDgxMjViXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Chinatown,1974,2h 10m,8.1,363.0,"Un détective privé engagé pour exposer l'auteur d'un adultère se retrouve pris dans un tissu de mensonges, de corruption et de meurtre.","https://m.media-amazon.com/images/M/MV5BYWY4MWQyZGEtMWE5Mi00ZDMzLWI5MjctYjM4Yzc0ODk4ZjljXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Room,2015,1h 58m,8.1,466.0,"Un petit garçon est retenu captif dans une pièce avec sa mère depuis sa naissance, il n'a donc jamais connu le monde extérieur.","https://m.media-amazon.com/images/M/MV5BZmFmMjJlM2MtMDRlNy00YjYyLTlkZjgtZjYyN2VjNzhiOTRjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
In the Mood for Love,2000,1h 38m,8.1,176.0,"Deux voisins se lient d'une amitié profonde lorsqu'ils soupçonnent les activités extraconjugales de leurs conjoints. Ils décident néanmoins de garder une relation platonique, pour ne pas commettre à leur tour un adultère.","https://m.media-amazon.com/images/M/MV5BNmY3ZTY2MWYtNjkyNS00NDNmLTk4YmMtNDg5OTVhYmQ4YTU0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Before Sunrise,1995,1h 41m,8.1,357.0,"Un jeune homme et une jeune femme se rencontrent dans un train en Europe et finissent par passer une soirée ensemble à Vienne. Malheureusement, les deux savent que ce sera probablement leur seule nuit ensemble.","https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
"Paris, Texas",1984,2h 25m,8.1,130.0,"Travis Henderson, un vagabond sans but disparu depuis quatre ans, sort du désert et doit se reconnecter avec la société, lui-même, sa vie et sa famille.","https://m.media-amazon.com/images/M/MV5BMTQwNzk0MTU1NV5BMl5BanBnXkFtZTgwODcxMDA4MTE@._V1_QL75_UY207_CR12,0,140,207_.jpg"
Sur les quais...,1954,1h 48m,8.1,171.0,"Un ancien boxeur devenu docker du New Jersey lutte pour s'opposer à ses patrons de syndicat corrompus, y compris son frère aîné, alors qu'il commence à se lier avec la sœur en deuil d'une des victimes du syndicat.","https://m.media-amazon.com/images/M/MV5BMjAzODQ5MzY1MV5BMl5BanBnXkFtZTgwMzI2OTI3MjE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Mon voisin Totoro,1988,1h 26m,8.1,404.0,"Lorsque deux jeunes filles déménagent à la campagne pour être près de leur mère souffrante, elles vivent des aventures avec les merveilleux esprits de la forêt qui vivent tout près.","https://m.media-amazon.com/images/M/MV5BMTAyMzI3ODEwMjheQTJeQWpwZ15BbWU4MDY4MjcxMjAx._V1_QL75_UY207_CR3,0,140,207_.jpg"
Raging Bull,1980,2h 9m,8.1,394.0,"La vie du boxeur Jake LaMotta, que la violence et le caractère sanguin auront conduit au sommet du ring tout en détruisant sa vie en dehors de celui-ci.","https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Silent Voice,2016,2h 10m,8.1,118.0,"Un jeune homme est ostracisé par ses camarades de classe après qu'il harcèle une jeune fille sourde au point qu'elle déménage. Des années plus tard, il s'engage sur le chemin de la rédemption.","https://m.media-amazon.com/images/M/MV5BZjMzZDMzMDYtMGU1ZC00MGJjLWJhYjgtZGUzMzg5YjNmY2ZmXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Barry Lyndon,1975,3h 5m,8.1,192.0,"En Angleterre au dix-huitième siècle, un Irlandais malhonnête gagne le coeur d'une veuve riche et assume la position aristocratique de son mari décédé.","https://m.media-amazon.com/images/M/MV5BYjYzN2EwZDItYTQ0OC00ZGE0LWE0Y2ItOTAzZmQyZmU0MDZlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Au nom du père,1993,2h 13m,8.1,195.0,Un homme contraint à avouer un attentat à la bombe de l'IRA qu'il n'a pas commis voit également son père incarcéré. Un avocat anglais se bat pour les faire libérer.,"https://m.media-amazon.com/images/M/MV5BNmFhMWZiMGQtN2U5Yy00ZTBjLWIxZWYtZjc0NzNkMzBhN2FiXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Ben-Hur,1959,3h 32m,8.1,262.0,"Lorsqu'un prince juif est trahi et envoyé aux galères par un ami romain, il recouvre sa liberté et revient se venger.","https://m.media-amazon.com/images/M/MV5BOTYwNWZkZGUtMjRhNC00NWQwLThlMDktMzgxNTI4YjQ5ZmY1XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
