nom,date,temps,rate,vote,resume,cover,genre,director,imdb_id
Blood Diamond,2006,2h 23m,8.0,605,"Un pêcheur, un contrebandier et un syndicat d'hommes d'affaires s'affrontent pour la possession d'un diamant à prix inestimable.","https://m.media-amazon.com/images/M/MV5BOWU5MmEwMWEtMGUzZC00NzU4LWJhZjUtMGQ1NTU3NThkZDE0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Greta Gerwig,tt1000565
Lion,2016,1h 58m,8.0,259,"Un jeune Indien âgé de cinq ans se perd dans les rues de Calcutta, à des milliers de kilomètres de chez lui. Il survit à de nombreux défis avant d'être adopté par un couple en Australie. 25 ans plus tard, il entreprend de retrouver sa famille perdue.","https://m.media-amazon.com/images/M/MV5BY2MyYWE4NDQtZTUyYS00NWZlLTk2NzAtNTBjMjg2MGUyZjgxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,James Cameron,tt1000566
Un violon sur le toit,1971,3h 1m,8.0,50,"Dans la Russie d'avant la révolution, un paysan juif tente désespérément de marier trois de ses filles, tandis qu'un sentiment antisémite de plus en plus fort menace son village.","https://m.media-amazon.com/images/M/MV5BMzYyYjJmMjctNzk3Yi00NmRhLWE5ZmQtZTNlZjU3MDMxNTBhXkEyXkFqcGc@._V1_QL75_UX140_CR0,4,140,207_.jpg",Romance,Steven Spielberg,tt1000567
La planète des singes,1968,1h 52m,8.0,204,"Egaré dans l'espace-temps, un engin spatial américain s'écrase en 3978 sur une planète inconnue. Les astronautes Taylor, Landon et Dodge découvrent que les hommes primitifs de cette planète mystérieuse sont placés sous le joug de singes très évolués...","https://m.media-amazon.com/images/M/MV5BMzQzOTE1NDczOF5BMl5BanBnXkFtZTgwOTQ0NjcwMTE@._V1_QL75_UY207_CR10,0,140,207_.jpg",Horror,Greta Gerwig,tt1000568
Le Discours d'un roi,2010,1h 58m,8.0,720,"L'histoire du Roi George VI du Royaume-Uni de Grande-Bretagne et d'Irlande du Nord, de son accession surprise au trône et de l'orthophoniste qui aida ce monarque mal assuré à devenir digne de son rôle.","https://m.media-amazon.com/images/M/MV5BMmY2ZDY0M2ItZjZlYy00Mjc2LWI5NzMtY2Q2ZjFmNjJhMWIzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,James Cameron,tt1000569
Stalker,1979,2h 42m,8.0,151,Un guide conduit deux hommes à travers une aire connue sous le nom de 'Zone' pour trouver une pièce qui accorde des voeux.,"https://m.media-amazon.com/images/M/MV5BMjI5MDUwYTYtYTA2Yy00ZDU5LTg1NWYtNmM4OGVlYzU2ZWE3XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Action,Jordan Peele,tt1000570
Un après-midi de chien,1975,2h 5m,8.0,281,Un homme dévalise une banque pour payer l'opération de son petit-ami? le braquage se transforme en prise d'otages et en cirque médiatique.,"https://m.media-amazon.com/images/M/MV5BMjViZGEyYjAtZWIxMi00ZmE1LWE5NmItZTk0NjEzYzY5NWJlXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Action,Jordan Peele,tt1000571
Papillon,1973,2h 31m,8.0,142,"Un homme se lie d'amitié avec un autre criminel alors qu'ils commencent à purger leur peine sur une terrible île pénitentiaire, ce qui incite l'homme à élaborer un plan pour son évasion.","https://m.media-amazon.com/images/M/MV5BNTczMzYwMmQtZDQ5Mi00MDk1LWI0N2UtYjE0ZDRhZWQ3NjYyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Romance,Denis Villeneuve,tt1000572
Monty Python : La Vie de Brian,1979,1h 34m,8.0,428,"Brian est né le jour de Noël d'origine, dans l'étable d'à côté. Toute sa vie, on le prend pour le messie.","https://m.media-amazon.com/images/M/MV5BM2MzNjJjNmQtMjUzYy00YWU4LTljZDctMTgzNDFiMzZlNDY1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Romance,Quentin Tarantino,tt1000573
La Vengeance dans la peau,2007,1h 55m,8.0,670,"Jason Bourne recherche ses origines de tueur à gages, tandis qu'un officier de la CIA et ses agents tente de le capturer pour un assassinat.","https://m.media-amazon.com/images/M/MV5BYzZkMDhhMDEtYWZiYi00YmZhLWI1NWUtNDRmM2M3YjQzM2Y4XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Comedy,Denis Villeneuve,tt1000574
Qu'est-il arrivé à Baby Jane?,1962,2h 14m,8.0,65,Une ancienne enfant-star tourmente sa soeur paraplégique dans leur manoir hollywoodien en ruines.,"https://m.media-amazon.com/images/M/MV5BMzZlNDVhMzAtZjM3Yy00NDAxLTg1ZTItYjVhY2RmNWM0ZWJiXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Comedy,Denis Villeneuve,tt1000575
La dernière séance,1971,1h 58m,8.0,55,"En 1951, un groupe de lycéens grandissent dans une ville isolée et perdue du Texas qui meurt lentement, à la fois culturellement et économiquement.","https://m.media-amazon.com/images/M/MV5BZjgwZDI3ZmItNjIwMy00OTZlLWEzNjMtMDU3NDZjZjg3ODQzXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Sci-Fi,Quentin Tarantino,tt1000576
Nausicaä de la vallée du vent,1984,1h 57m,8.0,190,"La princesse Nausicaä, une guerrière pacifiste, lutte désespérément pour empêcher deux nations belliqueuses de se détruire mutuellement, avant que leurs affrontements ne mettent en péril la planète déjà mourante.","https://m.media-amazon.com/images/M/MV5BMThmMzY0MTEtNTljMS00NmJmLWE5MTYtMjIwYmY0NjY1ZTcwXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Thriller,Christopher Nolan,tt1000577
Une histoire vraie,1999,1h 52m,8.0,103,Un vieil homme fait un long voyage en tondeuse à gazon pour améliorer son rapport avec son frère malade.,"https://m.media-amazon.com/images/M/MV5BZjdjNWZhY2UtMDRiYS00M2NhLThiZmQtYTA0MzI4ZWIyYzY4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Thriller,Martin Scorsese,tt1000578
Butch Cassidy et le Kid,1969,1h 50m,8.0,232,"Wyoming, au début du XXe siècle. Butch Cassidy et le Kid sont les leaders d'une bande de hors-la-loi. Après qu'un pillage de train tourne mal, ils se retrouvent en cavale avec une véritable armée à leur trousse. Leur unique solution? fuir en Bolivie.","https://m.media-amazon.com/images/M/MV5BYzQ2YzQxNDgtYTk3Mi00MmQxLWE1N2EtN2M4NjE3YTI2ZjcwXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Horror,Christopher Nolan,tt1000579
Vacances romaines,1953,1h 58m,8.0,152,Une princesse qui s'ennuie échappe à ses gardiens et tombe amoureuse d'un journaliste américain à Rome.,"https://m.media-amazon.com/images/M/MV5BMTQ4MTM0NDUyMF5BMl5BanBnXkFtZTgwMTkzNDE3MjE@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Quentin Tarantino,tt1000580
Luke la main froide,1967,2h 7m,8.0,194,"Un homme est condamné à deux ans de prison, forcé à travailler dans le ""chain gangs"" à la construction de routes. Il refuse de se conformer, attirant l'admiration de ses camarades et le courroux des gardiens.","https://m.media-amazon.com/images/M/MV5BODk4MzFjODEtZjhiNi00MTEwLTg5ZDctMWU4NjQyYjc4NWYzXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Sci-Fi,Christopher Nolan,tt1000581
Fitzcarraldo,1982,2h 38m,8.0,41,"Brian Sweeney Fitzgerald, dit Fitzcarraldo, a un rêve : construire un opéra au beau milieu de l'Amazonie. Pour financer son projet, il répare un bateau à vapeur afin de récolter le caoutchouc d'une zone reculée de la forêt.","https://m.media-amazon.com/images/M/MV5BYzJjNTRkNjUtZGE4MC00YmRlLWI0ODYtMzJjNGZkYWMzNTJhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Romance,Jordan Peele,tt1000582
Le Château dans le ciel,1986,2h 4m,8.0,190,Un jeune garçon et une fillette au cristal magique doivent se battre contre des pirates et des agents étrangers en quête d'un légendaire château volant.,"https://m.media-amazon.com/images/M/MV5BOGVhZGYwNzEtYjRhYy00OTczLTlkYTYtMTZiZDUxMGQxNmU4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,Greta Gerwig,tt1000583
8½,1963,2h 18m,8.0,129,Un cinéaste dépressif fuit le monde du cinéma et se réfugie dans un univers peuplé de fantasmes.,"https://m.media-amazon.com/images/M/MV5BMTQ1NDc1NjA0MF5BMl5BanBnXkFtZTgwMDc0MTM1MjE@._V1_QL75_UY207_CR7,0,140,207_.jpg",Sci-Fi,Greta Gerwig,tt1000584
Rio Bravo,1959,2h 21m,8.0,71,"Un shérif arrête le frère de l'homme le plus puissant de la région. Il n'a pour alliés qu'un adjoint ivrogne, un vieillard boiteux, un gamin, une joueuse de poker et un hôtelier mexicain, et contre lui une armée de tueurs.","https://m.media-amazon.com/images/M/MV5BYmRiNWY3ZDQtZTJkNi00NjlkLWI3NTQtZDEzZTE0YmNhYTk2XkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg",Romance,Martin Scorsese,tt1000585
Gandhi,1982,3h 11m,8.0,244,"Le philosophie de non-violence qui animait Gandhi est expliquée. Grâce à sa patience, il fut capable de chasser les Britanniques du sous-continent indien.","https://m.media-amazon.com/images/M/MV5BNTg3ODhlZTEtM2Q3MC00YzMxLWJjN2YtOWUyMDIyYTlhYzM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Fantasy,Greta Gerwig,tt1000586
Festen,1998,1h 41m,8.0,97,"Lors du soixantième anniversaire d'Helge, des secrets de famille désagréables sont révélés.","https://m.media-amazon.com/images/M/MV5BMTIwMTc0ODg0NF5BMl5BanBnXkFtZTYwMTU3NTI5._V1_QL75_UY207_CR2,0,140,207_.jpg",Romance,Steven Spielberg,tt1000587
Persona,1966,1h 24m,8.0,136,Une actrice muette est confiée à une infirmière qui constate que leurs personnalités se confondent.,"https://m.media-amazon.com/images/M/MV5BYTRhNzkzMDktZDNlNi00MDIwLWFiNjAtNTlmYjZjYWZlMTEzXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Comedy,Martin Scorsese,tt1000588
La nuit du chasseur,1955,1h 32m,8.0,102,Un fanatique religieux épouse une veuve crédule dont les jeunes enfants hésitent à lui dire où leur vrai père a caché dix mille dollars qu'il avait volés lors d'un braquage.,"https://m.media-amazon.com/images/M/MV5BM2FhODNiZWQtMjNhNC00NThkLWFjZmUtYTQ2ZTg0MzBiN2QwXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Comedy,Quentin Tarantino,tt1000589
Pink Floyd: The Wall,1982,1h 35m,8.0,88,"Un rockeur renfermé sur lui-même et tourmenté plonge dans la folie alors qu'il s'isole de tous, physiquement et socialement.","https://m.media-amazon.com/images/M/MV5BNzMxZGFhMTUtZGJjYS00Njc4LTk1NTktZmYzNjI0MzQxZDU3XkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Sci-Fi,Jordan Peele,tt1000590
Mommy,2014,2h 19m,8.0,64,Une veuve élevant seule son fils violent retrouve l'espérance lorsque sa voisine mystérieuse s'immisce dans son foyer.,"https://m.media-amazon.com/images/M/MV5BZjRhZWI2YTYtY2IyOS00NWIyLTkxZTYtOThjNTgyZWVhYTcyXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Romance,Patty Jenkins,tt1000591
Ip Man,2008,1h 46m,8.0,238,"Lors de l'invasion japonaise de 1937, lorsqu'un riche praticien d'arts martiaux est obligé de quitter sa maison et de travailler pour faire vivre sa famille, il accepte avec réticence de former d'autres personnes au Wing Chun, un art d'auto-défense.","https://m.media-amazon.com/images/M/MV5BZmJjZDE0MmYtNzgwYy00NTg2LWE0NDYtNzA0YTA4MjA0NmYxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Drama,Quentin Tarantino,tt1000592
Autopsie d'un meurtre,1959,2h 41m,8.0,75,"Jugé pour meurtre, Frederick Manion avoue avoir souffert de folie passagère après que la victime ait violé sa femme.","https://m.media-amazon.com/images/M/MV5BMjAwNzk1MTE3OV5BMl5BanBnXkFtZTgwMTczMzIxMDE@._V1_QL75_UY207_CR7,0,140,207_.jpg",Adventure,Quentin Tarantino,tt1000593
Central do Brasil,1998,1h 50m,8.0,48,"L'aventure émotionnelle d'une ancienne institutrice, qui écrit des lettres pour les analphabètes et d'un jeune garçon dont la mère vient de mourir, dans leur quête pour retrouver son père, qu'il n'a jamais connu.","https://m.media-amazon.com/images/M/MV5BOGFiNWMzZTUtNDI5OS00MjFlLThkNzctYjg2OGJlM2U1NjIyXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Sci-Fi,Patty Jenkins,tt1000594
De l'ombre à la lumière,2005,2h 24m,8.0,204,"L'histoire de James Braddock, un boxeur soi-disant en fin de carrière, qui est remonté sur le ring pour devenir un champion dans les années 1930.","https://m.media-amazon.com/images/M/MV5BNzVjYzdiZjMtMTdlYi00YTJiLWE3MDYtNGYxODQ0NzliYzk2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Denis Villeneuve,tt1000595
Troupe d'élite,2007,1h 55m,8.0,115,"En 1997, à Rio de Janeiro, le capitaine Nascimento doit trouver un remplaçant à son poste tout en essayant de faire tomber les trafiquants de drogue et les criminels avant la visite du pape.","https://m.media-amazon.com/images/M/MV5BOGI4NDJmMzgtYzUyZC00YzM2LThlNWQtNjUwZjhlNzMxZTY4XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Action,Quentin Tarantino,tt1000596
Secrets et Mensonges,1996,2h 16m,8.0,49,"Une femme noire ayant réussi découvre que sa mère biologique est une femme blanche d'un milieu défavorisé, mais celle-ci le nie. Alors que les émotions sont exacerbées, les secrets de chacun sont révélés.","https://m.media-amazon.com/images/M/MV5BMTU5ZWJkN2MtNGQ1Yy00YjIwLWE1ODAtNTMxNGM5NmY2YTJmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Denis Villeneuve,tt1000597
La dolce vita,1960,2h 54m,8.0,82,Une série d'histoires au fil d'une semaine dans la vie d'un paparazzi coureur de jupons vivant à Rome.,"https://m.media-amazon.com/images/M/MV5BMzRmNDM5Y2QtODQ5Yi00MjM4LWIyZTMtMzlkNmIwYjAxZTVlXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Comedy,Patty Jenkins,tt1000598
Andreï Roublev,1966,3h 9m,8.0,59,La vie et les afflictions de l'iconographe russe du XVe siècle Saint Andrei Roublev.,"https://m.media-amazon.com/images/M/MV5BODU5MzkzOGQtZTA2MS00ZDAyLWFkY2QtYjJhNmZhZDdhMzM0XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Horror,James Cameron,tt1000599
Qui a peur de Virginia Woolf?,1966,2h 11m,8.0,82,"Un couple amer et vieillissant, l'alcool aidant, se sert d'un jeune couple pour alimenter l'angoisse et la douleur émotionnelle qu'ils ressentent l'un envers l'autre.","https://m.media-amazon.com/images/M/MV5BOGY5YWJlMjUtNWI4Zi00NTExLWIwMDUtNGJkOTM0MzliNjE4XkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Action,Greta Gerwig,tt1000600
Le peuple loup,2020,1h 43m,8.0,42,Une jeune apprentie chasseuse et son père se rendent en Irlande pour tuer les derniers loups. Mais tout change lorsqu'elle se lie d'amitié avec une fille à l'esprit libre d'une mystérieuse tribu qui se transformerait en loup la nuit.,"https://m.media-amazon.com/images/M/MV5BNGM4ZWY0OWUtOTFiMC00NTQyLWI2YjQtYjk5Mjk2YWVlMzFlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Patty Jenkins,tt1000601
Le Cabinet du docteur Caligari,1920,1h 18m,8.0,73,"L'hypnotiseur Dr Caligari utilise un somnambule, Cesare, pour commettre des meurtres.","https://m.media-amazon.com/images/M/MV5BZmI5MmM4MDQtOWU3ZS00N2ZjLWIxZDAtMDkzMGE4YzFhNTg5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Jordan Peele,tt1000602
Infernal Affairs,2002,1h 41m,8.0,134,Une histoire entre une taupe dans la police et un flic infiltré. Leurs objectifs sont identiques : découvrir qui est la taupe et qui est le flic.,"https://m.media-amazon.com/images/M/MV5BOGEzYTFjMTgtOGM2MC00MTFlLTlkZTYtM2U4NDIyNmNiMDNmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Christopher Nolan,tt1000603
Une femme sous influence,1974,2h 35m,8.0,31,"Mabel, épouse et mère de famille, est aimée par son mari Nick, mais sa maladie mentale se révèle être un problème dans leur mariage.","https://m.media-amazon.com/images/M/MV5BNjliOTM2M2YtNTUyMS00NjRjLTkxOTEtODk4NmQ5ODdkYTc4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Thriller,Denis Villeneuve,tt1000604
Nobody knows,2004,2h 21m,8.0,33,"Dans un petit appartement de Tokyo, Akira, douze ans, doit s'occuper de ses jeunes frères et soeurs après que leur mère les laisse et ne semble pas revenir.","https://m.media-amazon.com/images/M/MV5BOWQyMzU2ZWEtNjUyZS00NmFjLTkxODEtMGY0NGM5NGM0MzkzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,James Cameron,tt1000605
La légende du pianiste sur l'océan,1998,2h 49m,8.0,71,"Un bébé, découvert en 1900 sur un paquebot, devient un prodige de la musique, tout en ne posant jamais pied à terre.","https://m.media-amazon.com/images/M/MV5BNDg0ZTU4YTItZTI3My00ODNjLTllMTYtMzI3ZWNjYjU1NGM1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Denis Villeneuve,tt1000606
Le conte de la princesse Kaguya,2013,2h 17m,8.0,58,"Après avoir été trouvée à l'intérieur d'une tige brillante de bambou par un vieux coupeur de bambou et sa femme, une fille minuscule grandit rapidement pour devenir une jeune femme exquise. La mystérieuse jeune princesse fascine tous ceux qui la croisent, mais elle doit finalement affronter son destin, la punition pour son crime.","https://m.media-amazon.com/images/M/MV5BZTU4ZjhjZWQtZTZlZi00MGQzLWI3NzEtZWQ1MTJhMzlkNzJjXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Quentin Tarantino,tt1000607
Le chant de la mer,2014,1h 33m,8.0,65,"Ben, un petit garçon irlandais et sa petite soeur Saoirse, une fillette capable de se transformer en phoque, se lancent dans une aventure pour libérer les fées et sauver le monde des esprits.","https://m.media-amazon.com/images/M/MV5BYTJkMmE4YjItYjY1YS00MWQzLTlmYzMtYjRmYTBjYzRjZDFkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Greta Gerwig,tt1000608
"Printemps, été, automne, hiver... et printemps",2003,1h 43m,8.0,89,Un garçon est élevé par un moine bouddhiste sur un temple flottant isolé où les années passent comme les saisons.,"https://m.media-amazon.com/images/M/MV5BMTI0ODMwOTIxOV5BMl5BanBnXkFtZTcwMzE2NDUyMQ@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Drama,Steven Spielberg,tt1000609
Le Samouraï,1967,1h 45m,8.0,62,"Jef Costello, un tueur à gages, est aperçu sur une scène de crime. Principal suspect, il est cependant relâché grâce à un solide alibi. Tous ses faits et gestes sont maintenant épiés par la police alors que sa vie est désormais en danger.","https://m.media-amazon.com/images/M/MV5BNjdlZTllYzctZThmZC00MzcxLWI0MTktNDVlOTIwNzU5Yzg1XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Horror,Quentin Tarantino,tt1000610
Underground,1995,2h 50m,8.0,63,"Un groupe de socialistes serbes se prépare à la guerre dans une cave surréaliste qui allient fêtes, tragédies, amour et haine.","https://m.media-amazon.com/images/M/MV5BZGI3MGFhMTgtMDJjOC00ODU1LTlhMTQtZmYyZDQ3YWQxYjc5XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Adventure,Quentin Tarantino,tt1000611
La griffe du passé,1947,1h 37m,8.0,42,"Un détectif échappe à son passé pour diriger une station-service dans une petite ville, mais son passé le rattrape. Il doit désormais retourner dans la grande ville, dans un monde de dangers, de corruption, de trahison et de dames trompeuses.","https://m.media-amazon.com/images/M/MV5BOWM3MjAzN2MtOTE0OS00ZTIxLWFkZTAtZTVmNmMyNGZjNDA4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,James Cameron,tt1000612
Les Quatre Cents Coups,1959,1h 39m,8.0,131,Un jeune garçon laissé sans surveillance plonge dans une vie de petite délinquance.,"https://m.media-amazon.com/images/M/MV5BOTU3YTM0YzQtMmFlOS00OTIxLWFmZjctMDJkOGQxNTVhODM3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,Greta Gerwig,tt1000613
Le scaphandre et le papillon,2007,1h 52m,8.0,112,"L'histoire vraie de Jean-Dominique Bauby, rédacteur en chef du magazine Elle, victime d'un accident vasculaire cérébral et forcé de vivre avec un corps presque totalement paralysé ; seul son oeil gauche est resté en activité.","https://m.media-amazon.com/images/M/MV5BM2U3ODBlNjctNmJiMS00Zjg2LTg4MjItOGFlOTQyY2Q0ZDBhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Greta Gerwig,tt1000614
Point limite,1964,1h 52m,8.0,26,Une défaillance technique envoie des avions américains à Moscou pour lancer une attaque nucléaire. Une guerre totale peut-elle être évitée?,"https://m.media-amazon.com/images/M/MV5BMDFhNjQ3NjUtMDUwZS00ZjkzLTljYjMtYmMzNzZiYTc1NDdmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Thriller,Patty Jenkins,tt1000615
Une question de vie ou de mort,1946,1h 44m,8.0,27,Un aviateur britannique en temps de guerre qui se joue de la mort doit plaider pour sa vie devant une cour céleste.,"https://m.media-amazon.com/images/M/MV5BNmQ4MjgyY2MtMDAwYS00Njk3LTliMTAtNTgwYmFkYmIwMWEzXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Quentin Tarantino,tt1000616
La forteresse cachée,1958,2h 19m,8.0,44,"Au XVIè siècle au Japon, deux paysans veulent franchir la ligne de front d'une guerre. Ils rencontrent un mystérieux soldat et une femme qui se cache dans un lieu secret dont les collines forment comme une forteresse.","https://m.media-amazon.com/images/M/MV5BMDhlNWZiNzgtMmZiOS00MDc0LThiZTUtMjIzZTY3N2I2YTQzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Greta Gerwig,tt1000617
Brève rencontre,1945,1h 26m,8.0,46,"Quand elle rencontre un bel inconnu dans une gare, une femme est tentée de tromper son mari.","https://m.media-amazon.com/images/M/MV5BYWViMGRhMTEtN2FlOC00MDVkLTllYmMtNDQyNDgzZmE0YzIxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Romance,Patty Jenkins,tt1000618
La légende de Baahubali: 1ère partie,2015,2h 39m,8.0,144,"Dans l'Inde ancienne, un aventurier audacieux se retrouve impliqué dans une querelle vieille de plusieurs décennies opposant deux peuples en guerre.","https://m.media-amazon.com/images/M/MV5BMTY4MGNkYjEtZTY1Zi00ZTE4LThmMjMtMWQ0MWMwNThmN2UzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Christopher Nolan,tt1000619
Persepolis,2007,1h 36m,8.0,103,"Marjane est une drôle de gamine de Téhéran qui se verrait bien devenir prophète, Oh et puis non : révolutionnaire ! Animée par les belles valeurs d'une grand-mère au langage vert, la fillette fait sa mue - d'ado joliment rebelle, en figure de Femme Libre.","https://m.media-amazon.com/images/M/MV5BNzk3NTI2NGUtNmM1Yy00YTRmLWE2YTItZTYyNGM0ZjdjOTliXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Adventure,Greta Gerwig,tt1000620
